,Customer_id,pl_score,hl_score,cl_score,twl_score,cc_score
41097,4691382,4,3,5,8,5
41098,4691459,10,9,9,9,5
41099,4691512,6,7,4,5,4
41100,4691526,4,4,4,10,9
41101,4691604,9,7,7,2,6
41102,4691608,4,2,2,1,1
41103,4691800,3,9,3,3,4
41104,4691833,4,10,2,10,5
41105,4692055,4,10,7,1,2
41106,4692233,5,0,5,8,4
41107,4692258,1,1,8,4,10
41108,4692328,1,1,6,6,3
41109,4692361,7,9,6,10,1
41110,4692417,5,7,6,5,9
41111,4692430,5,1,9,9,4
41112,4692436,4,1,9,2,1
41113,4692529,3,5,9,1,5
41114,4692578,5,0,1,9,9
41115,4692839,4,5,8,8,9
41116,4692916,10,7,3,10,3
41117,4692942,10,6,2,5,6
41118,4692948,5,1,0,8,4
41119,4693035,4,10,2,6,9
41120,4693128,8,0,10,1,9
41121,4693156,3,2,6,4,10
41122,4693171,5,1,7,0,8
41123,4693289,5,7,7,8,8
41124,4693299,5,3,9,3,0
41125,4693421,1,2,3,8,10
41126,4693517,5,3,10,6,2
41127,4693543,6,1,2,4,2
41128,4693709,5,7,7,2,6
41129,4693790,6,6,7,2,2
41130,4694260,6,9,4,10,1
41131,4694263,5,0,9,6,9
41132,4694398,3,1,2,10,8
41133,4694485,3,2,8,2,10
41134,4694873,8,3,7,0,5
41135,4694890,6,3,6,9,7
41136,4694952,5,9,0,4,0
41137,4694991,5,2,2,2,2
41138,4695108,3,0,7,2,4
41139,4695134,4,8,10,6,9
41140,4695208,6,1,0,5,8
41141,4695258,5,8,4,10,5
41142,4695373,4,4,4,3,5
41143,4695452,5,2,5,7,8
41144,4695458,3,4,6,2,8
41145,4695499,2,6,10,3,8
41146,4695635,3,10,10,3,7
41147,4695667,8,10,1,0,10
41148,4695719,1,7,8,10,1
41149,4695838,5,8,6,9,10
41150,4695969,4,5,5,5,1
41151,4695992,5,7,3,1,6
41152,4695996,6,5,2,6,4
41153,4696047,4,0,3,5,2
41154,4696250,5,0,4,5,6
41155,4696281,4,7,7,10,0
41156,4696350,3,6,1,9,7
41157,4696534,6,0,7,4,9
41158,4696609,3,1,5,3,1
41159,4696641,5,8,1,4,0
41160,4696660,10,6,1,9,3
41161,4696769,4,1,8,9,6
41162,4696792,3,5,7,4,7
41163,4697048,3,8,5,0,8
41164,4697115,3,2,6,7,8
41165,4697174,3,10,4,2,4
41166,4697262,6,1,7,10,8
41167,4697499,4,7,2,10,1
41168,4697761,8,1,1,3,4
41169,4697882,7,7,7,4,3
41170,4697885,6,4,1,9,4
41171,4697943,2,6,0,4,10
41172,4697999,4,3,0,5,4
41173,4698286,6,6,4,3,6
41174,4698450,5,10,9,3,3
41175,4698455,3,7,7,5,3
41176,4698497,5,2,1,3,6
41177,4698537,1,4,8,10,10
41178,4698612,8,3,0,8,10
41179,4698628,3,10,5,0,1
41180,4698706,2,5,1,1,6
41181,4698741,4,5,9,8,2
41182,4698742,5,8,3,1,6
41183,4698765,5,8,0,9,2
41184,4698805,2,5,7,8,3
41185,4698839,3,4,9,8,1
41186,4699024,7,10,3,3,8
41187,4699073,5,8,5,5,9
41188,4699079,5,0,3,3,7
41189,4699092,1,8,7,5,0
41190,4699111,5,4,9,7,7
41191,4699115,1,3,4,6,8
41192,4699240,1,4,10,10,0
41193,4699345,5,5,5,0,8
41194,4699363,5,0,6,3,5
41195,4699405,4,9,4,8,2
41196,4699445,5,10,4,9,4
41197,4699476,5,9,2,4,4
41198,4699515,5,7,0,7,5
41199,4699519,4,4,10,10,9
41200,4699560,3,10,9,5,0
41201,4699601,5,1,1,1,3
41202,4699750,5,5,2,9,0
41203,4699897,2,1,9,3,4
41204,4700174,2,0,2,0,2
41205,4700210,7,4,9,1,7
41206,4700322,8,10,2,2,8
41207,4700412,4,3,5,9,10
41208,4700593,4,2,10,6,7
41209,4700722,3,10,9,3,3
41210,4700743,4,1,9,8,0
41211,4700775,5,10,2,9,10
41212,4700836,4,5,7,3,10
41213,4700919,5,0,2,3,10
41214,4700964,1,2,0,5,9
41215,4701065,4,7,7,4,2
41216,4701220,3,2,8,10,10
41217,4701279,6,8,6,3,4
41218,4701317,1,8,9,5,3
41219,4701384,4,3,3,2,4
41220,4701448,6,0,0,6,0
41221,4701682,6,6,3,5,9
41222,4701852,4,10,2,3,1
41223,4701854,5,9,0,0,5
41224,4701937,1,2,6,1,6
41225,4702005,2,6,4,0,0
41226,4702077,3,5,9,9,6
41227,4702140,5,2,10,7,2
41228,4702219,4,5,8,4,10
41229,4702254,5,10,9,5,8
41230,4702289,1,1,1,3,2
41231,4702368,4,6,0,6,5
41232,4702624,6,3,4,7,8
41233,4702667,1,7,8,0,0
41234,4702680,10,2,4,2,9
41235,4702681,6,10,1,6,1
41236,4702733,6,3,2,8,2
41237,4702744,4,3,7,7,8
41238,4702907,4,4,9,0,2
41239,4703205,9,8,5,5,4
41240,4703316,3,1,5,1,4
41241,4703415,1,3,5,7,1
41242,4703439,5,10,1,5,5
41243,4703545,5,5,10,5,9
41244,4703674,3,10,8,10,5
41245,4703818,3,9,2,3,10
41246,4703940,8,10,6,0,7
41247,4703983,5,9,3,7,2
41248,4704076,1,6,0,0,4
41249,4704135,9,4,4,2,8
41250,4704325,3,2,0,10,5
41251,4704333,4,10,7,8,4
41252,4704445,6,5,0,2,3
41253,4704547,5,6,7,10,7
41254,4704604,9,6,1,1,0
41255,4704634,4,9,2,7,10
41256,4704650,6,3,0,3,2
41257,4704674,1,8,0,8,6
41258,4704954,6,4,0,6,4
41259,4705272,4,3,3,2,6
41260,4705460,5,4,2,7,6
41261,4705476,1,4,6,5,4
41262,4705858,1,4,1,2,5
41263,4705965,4,6,10,2,6
41264,4706495,2,10,0,2,6
41265,4706570,10,8,4,7,5
41266,4706640,5,9,7,1,1
41267,4706727,3,9,2,10,0
41268,4706798,3,9,3,6,10
41269,4706847,2,6,7,2,2
41270,4707225,5,6,7,5,9
41271,4707226,4,2,7,7,3
41272,4707741,6,6,4,4,4
41273,4707896,5,1,3,9,4
41274,4707968,10,7,5,6,8
41275,4707970,5,2,0,5,3
41276,4707984,5,5,10,4,7
41277,4708007,6,10,5,10,1
41278,4708042,5,8,0,9,5
41279,4708057,1,3,0,3,1
41280,4708142,5,7,9,7,8
41281,4708164,1,4,3,5,1
41282,4708178,1,6,1,3,9
41283,4708359,5,8,4,1,1
41284,4708408,4,7,0,10,2
41285,4708466,10,6,3,6,0
41286,4708512,4,0,5,1,10
41287,4708611,3,8,6,5,9
41288,4708766,1,4,9,0,0
41289,4708812,4,9,4,6,10
41290,4709098,3,0,3,6,10
41291,4709188,3,9,5,5,4
41292,4709219,6,8,1,9,3
41293,4709232,6,0,4,2,9
41294,4709263,3,3,2,2,2
41295,4709353,2,3,7,8,4
41296,4709442,5,0,4,5,5
41297,4709533,5,6,6,1,6
41298,4709804,6,10,8,2,3
41299,4709912,2,2,3,7,10
41300,4709950,5,10,9,7,8
41301,4710062,5,2,6,6,0
41302,4710182,4,8,7,4,8
41303,4710221,3,5,2,2,5
41304,4710249,5,3,1,0,2
41305,4710266,5,8,0,4,2
41306,4710418,5,1,2,6,1
41307,4710472,1,9,10,10,2
41308,4710538,10,4,9,5,9
41309,4710624,5,5,1,9,8
41310,4710639,5,7,7,7,9
41311,4710641,2,9,1,9,1
41312,4710646,5,6,6,5,3
41313,4710709,1,2,10,6,10
41314,4710775,3,0,1,10,3
41315,4710840,1,8,3,4,5
41316,4710860,8,3,9,1,8
41317,4710954,8,6,5,9,1
41318,4711075,4,7,9,9,0
41319,4711395,10,7,7,9,5
41320,4711440,5,0,4,9,6
41321,4711545,4,2,5,8,5
41322,4711695,6,7,10,8,6
41323,4711698,6,0,3,10,7
41324,4711725,5,3,0,6,1
41325,4711750,5,8,9,5,5
41326,4711939,4,2,5,4,3
41327,4711973,10,0,0,3,7
41328,4712054,1,3,9,10,7
41329,4712163,10,7,3,1,5
41330,4712170,7,10,10,8,0
41331,4712242,3,9,0,6,6
41332,4712559,1,3,0,9,8
41333,4712616,1,2,10,5,7
41334,4712623,1,5,6,1,1
41335,4712719,4,10,2,0,10
41336,4712734,1,2,7,3,10
41337,4712914,2,9,5,7,9
41338,4712933,4,7,7,8,7
41339,4712962,4,10,5,0,4
41340,4713015,4,5,9,3,6
41341,4713068,4,7,2,5,3
41342,4713072,6,6,3,4,1
41343,4713078,8,7,0,8,6
41344,4713376,4,6,4,8,1
41345,4713450,5,1,10,2,10
41346,4713496,4,4,9,10,10
41347,4713517,8,10,9,9,9
41348,4713778,4,9,5,9,3
41349,4714014,6,6,10,1,7
41350,4714033,3,3,7,8,1
41351,4714145,5,10,2,9,1
41352,4714179,5,4,0,8,4
41353,4714252,5,9,4,0,1
41354,4714267,2,9,8,0,0
41355,4714268,6,8,4,1,8
41356,4714404,4,5,8,7,10
41357,4714437,1,1,9,8,7
41358,4714470,5,4,9,2,5
41359,4714514,6,0,2,0,1
41360,4714618,3,2,3,7,5
41361,4714755,4,4,2,0,1
41362,4714792,4,6,10,2,7
41363,4714842,4,0,10,4,9
41364,4714858,9,8,1,8,8
41365,4714860,4,9,7,0,0
41366,4715197,4,4,4,8,3
41367,4715250,6,1,6,8,6
41368,4715512,4,3,10,1,5
41369,4715541,10,2,9,9,0
41370,4715720,5,2,9,9,3
41371,4715756,3,2,5,6,3
41372,4715767,10,4,7,5,8
41373,4715877,4,8,3,2,6
41374,4715907,9,7,6,1,1
41375,4715971,6,5,9,10,0
41376,4716062,3,7,4,7,2
41377,4716063,5,4,10,6,0
41378,4716102,4,7,5,3,9
41379,4716136,4,0,0,2,3
41380,4716188,1,7,8,10,3
41381,4716262,2,5,10,8,2
41382,4716289,6,6,9,1,3
41383,4716320,1,10,2,5,2
41384,4716563,3,4,9,3,5
41385,4716823,1,8,3,3,6
41386,4717010,7,9,0,0,10
41387,4717072,8,10,2,6,3
41388,4717083,3,5,8,4,3
41389,4717175,3,10,8,9,7
41390,4717424,3,7,5,9,1
41391,4717583,5,10,2,5,5
41392,4717637,6,5,7,10,6
41393,4717653,5,10,3,5,7
41394,4717891,7,2,8,6,10
41395,4718365,3,6,3,4,8
41396,4718489,3,8,2,6,7
41397,4718617,7,0,5,0,6
41398,4718625,7,8,1,0,5
41399,4718788,2,5,0,5,9
41400,4718907,5,5,8,1,0
41401,4718916,6,9,10,9,4
41402,4719112,9,1,7,9,10
41403,4719127,8,8,4,1,9
41404,4719195,7,8,7,7,6
41405,4719255,6,10,7,3,7
41406,4719268,4,0,6,5,9
41407,4719281,6,2,4,10,3
41408,4719341,4,10,0,7,7
41409,4719419,5,8,10,8,5
41410,4719453,5,1,1,1,8
41411,4719516,5,1,1,1,9
41412,4719534,5,9,8,10,4
41413,4719589,4,0,9,0,1
41414,4719612,5,1,2,6,8
41415,4719614,5,8,0,10,5
41416,4719665,1,7,6,1,0
41417,4719724,8,6,6,9,6
41418,4719766,1,6,0,9,9
41419,4719786,6,1,3,8,6
41420,4720032,5,7,1,3,9
41421,4720050,5,8,6,7,4
41422,4720064,8,3,0,5,7
41423,4720271,6,10,10,1,8
41424,4720277,4,3,9,3,10
41425,4720287,4,0,2,8,2
41426,4720371,5,2,4,7,2
41427,4720400,1,0,4,6,6
41428,4720528,10,5,3,1,3
41429,4720575,1,6,10,9,3
41430,4720903,1,3,5,0,4
41431,4720996,5,10,7,7,5
41432,4721362,9,3,4,3,10
41433,4721465,6,0,5,2,9
41434,4721478,5,3,2,3,4
41435,4721487,7,2,6,7,10
41436,4721669,3,8,2,10,6
41437,4721687,5,5,3,8,10
41438,4721800,2,10,8,0,10
41439,4721849,4,5,10,1,9
41440,4721880,6,10,5,7,7
41441,4721891,6,10,5,9,2
41442,4721929,5,2,3,1,7
41443,4721967,3,8,10,7,6
41444,4722013,2,5,6,6,4
41445,4722077,6,0,3,2,2
41446,4722096,4,10,7,4,0
41447,4722098,10,1,1,8,10
41448,4722146,5,4,8,7,1
41449,4722292,5,9,0,4,4
41450,4722310,5,6,9,5,2
41451,4722343,8,0,2,1,6
41452,4722349,3,1,0,10,2
41453,4722459,3,9,3,6,9
41454,4722628,7,3,0,4,3
41455,4722702,3,5,10,2,1
41456,4722737,5,4,7,4,10
41457,4722794,2,5,1,5,4
41458,4722834,5,9,10,6,9
41459,4722921,1,5,10,5,0
41460,4722964,4,10,0,0,10
41461,4723103,9,10,1,1,5
41462,4723104,6,0,9,8,4
41463,4723163,7,2,8,0,2
41464,4723216,2,3,3,0,10
41465,4723278,2,5,5,1,3
41466,4723416,1,1,5,2,3
41467,4723454,3,7,3,8,4
41468,4723529,4,8,5,9,5
41469,4723531,5,3,10,7,0
41470,4723554,7,10,6,7,8
41471,4723580,6,8,2,0,9
41472,4723585,3,0,6,5,7
41473,4723612,6,7,9,5,0
41474,4723634,7,6,5,10,0
41475,4723683,5,10,10,9,1
41476,4723855,9,7,6,1,8
41477,4724008,5,4,0,3,5
41478,4724102,5,7,0,0,10
41479,4724111,4,1,6,7,5
41480,4724318,7,6,9,8,3
41481,4724533,6,5,2,5,2
41482,4724536,1,1,6,0,8
41483,4724575,2,5,8,3,6
41484,4724726,6,5,4,4,9
41485,4724736,2,6,8,5,9
41486,4724907,5,8,1,4,5
41487,4725163,1,6,0,6,8
41488,4725272,1,4,4,0,10
41489,4725285,5,2,9,8,4
41490,4725387,10,4,2,8,8
41491,4725394,4,4,7,6,3
41492,4725412,8,2,7,7,0
41493,4725419,6,1,2,7,8
41494,4725465,3,9,10,7,1
41495,4725596,5,7,1,8,4
41496,4725597,3,8,7,1,6
41497,4725622,10,5,3,5,10
41498,4725789,5,8,3,0,4
41499,4725832,2,0,0,9,10
41500,4725991,6,10,4,2,1
41501,4726168,5,9,5,1,4
41502,4726243,5,0,4,10,9
41503,4726268,6,10,7,2,3
41504,4726434,5,7,1,9,2
41505,4726457,6,8,2,0,7
41506,4726539,3,3,8,10,9
41507,4726943,5,9,5,0,1
41508,4726947,10,4,10,0,2
41509,4727186,5,6,1,9,1
41510,4727250,6,3,9,3,7
41511,4727377,2,0,8,5,5
41512,4727494,4,10,10,9,7
41513,4727504,1,10,7,8,4
41514,4727582,5,8,4,10,6
41515,4727752,6,8,6,3,5
41516,4728030,5,5,5,0,1
41517,4728073,5,3,5,4,9
41518,4728124,4,9,8,5,3
41519,4728217,3,4,0,1,5
41520,4728303,2,6,9,2,1
41521,4728310,6,2,5,2,0
41522,4728343,4,6,0,10,0
41523,4728477,1,0,10,2,9
41524,4728522,4,5,1,8,3
41525,4728602,10,4,6,0,6
41526,4728733,4,5,7,1,8
41527,4728771,7,1,10,10,8
41528,4728802,6,9,4,9,5
41529,4728834,4,5,3,1,4
41530,4728856,4,5,1,6,3
41531,4728921,1,9,5,7,1
41532,4729335,6,2,3,8,0
41533,4729497,10,4,7,1,3
41534,4729617,5,10,9,0,0
41535,4729628,5,8,8,2,4
41536,4729678,1,9,6,10,3
41537,4729742,1,0,10,0,7
41538,4729837,3,10,6,2,1
41539,4729945,4,0,4,9,9
41540,4729949,3,7,0,1,3
41541,4729971,4,9,9,7,6
41542,4730246,5,0,2,5,7
41543,4730332,4,5,10,10,0
41544,4730356,8,8,6,0,10
41545,4730422,9,6,9,10,10
41546,4730527,6,1,0,8,0
41547,4730551,1,8,6,10,3
41548,4730568,1,1,10,2,3
41549,4730594,3,4,2,6,9
41550,4730817,5,3,0,2,10
41551,4730896,2,3,0,7,8
41552,4731087,4,7,4,7,10
41553,4731259,3,2,6,5,0
41554,4731464,4,8,6,6,1
41555,4731466,8,9,4,7,4
41556,4731471,3,2,8,5,0
41557,4731473,6,6,0,2,5
41558,4731883,5,4,8,4,5
41559,4731943,7,4,0,4,7
41560,4731957,3,0,5,9,5
41561,4731987,3,0,6,8,8
41562,4732049,4,6,2,9,1
41563,4732077,2,6,8,1,5
41564,4732164,5,8,9,8,8
41565,4732263,4,6,3,4,8
41566,4732414,5,1,5,0,9
41567,4732552,6,4,10,8,2
41568,4732594,1,3,3,9,7
41569,4732641,5,5,3,6,5
41570,4732751,4,1,9,9,3
41571,4732754,4,1,7,2,7
41572,4732878,4,6,10,9,1
41573,4732909,7,8,1,9,7
41574,4733011,1,8,4,1,2
41575,4733017,8,1,0,5,8
41576,4733158,1,2,2,3,2
41577,4733210,7,6,0,1,5
41578,4733279,6,0,10,0,8
41579,4733353,3,1,7,1,6
41580,4733366,5,7,2,9,8
41581,4733409,5,9,3,2,8
41582,4733494,4,8,10,10,4
41583,4733574,1,10,7,1,7
41584,4733595,3,4,0,6,1
41585,4733849,5,0,6,6,7
41586,4733936,5,5,4,0,0
41587,4733945,2,0,0,3,7
41588,4734092,3,5,5,1,10
41589,4734194,5,5,5,5,4
41590,4734212,4,8,7,6,9
41591,4734244,5,7,9,4,0
41592,4734249,4,4,10,8,8
41593,4734452,4,8,8,8,0
41594,4734512,3,2,9,1,5
41595,4734533,5,1,9,10,5
41596,4734806,5,3,2,0,4
41597,4734908,9,10,7,10,1
41598,4735037,4,10,2,3,6
41599,4735107,1,6,6,4,2
41600,4735269,4,7,8,9,0
41601,4735285,3,0,4,9,2
41602,4735292,3,5,7,4,5
41603,4735355,7,2,6,3,2
41604,4735404,3,10,4,8,1
41605,4735560,4,1,9,7,5
41606,4735745,1,8,9,7,10
41607,4735852,8,10,2,4,8
41608,4736006,3,7,5,4,0
41609,4736346,5,3,4,7,2
41610,4736364,5,4,9,7,7
41611,4736411,3,5,4,7,3
41612,4736506,4,4,10,7,0
41613,4736517,6,5,1,4,0
41614,4736636,1,1,8,0,4
41615,4736665,7,9,4,3,2
41616,4736729,5,8,4,3,8
41617,4736810,3,2,10,8,1
41618,4736849,8,9,7,6,10
41619,4736856,7,8,5,2,10
41620,4736920,5,9,5,9,6
41621,4737029,3,6,6,1,6
41622,4737124,5,8,2,5,5
41623,4737140,5,8,0,5,3
41624,4737253,10,1,5,0,0
41625,4737343,6,5,4,3,2
41626,4737358,5,0,0,1,7
41627,4737472,3,0,10,9,3
41628,4737569,5,8,6,9,4
41629,4737643,7,5,8,9,10
41630,4737707,3,3,10,10,10
41631,4737717,5,8,3,6,7
41632,4737720,4,8,2,4,7
41633,4737725,8,2,7,10,1
41634,4737949,4,6,6,7,8
41635,4737950,5,5,7,9,5
41636,4738440,5,8,3,10,4
41637,4738514,1,4,8,3,10
41638,4738706,10,7,1,5,1
41639,4738720,7,8,6,3,0
41640,4738906,4,0,5,2,4
41641,4738962,1,2,3,3,1
41642,4738987,5,5,8,3,7
41643,4739044,4,2,4,9,5
41644,4739177,1,3,6,5,0
41645,4739178,5,5,1,9,2
41646,4739205,2,3,10,0,8
41647,4739284,5,4,6,10,7
41648,4739400,5,2,10,5,3
41649,4739422,3,10,1,9,0
41650,4739450,6,7,4,8,2
41651,4739594,8,1,10,10,3
41652,4739612,7,10,1,3,4
41653,4740077,4,1,10,8,7
41654,4740091,8,6,10,1,3
41655,4740122,4,2,2,0,10
41656,4740283,10,7,3,9,2
41657,4740320,6,4,5,1,3
41658,4740354,5,10,6,7,7
41659,4740449,2,9,3,1,7
41660,4740711,6,7,0,5,4
41661,4740755,9,2,8,7,1
41662,4740782,1,0,5,5,1
41663,4740913,8,2,6,10,6
41664,4740966,1,4,5,1,10
41665,4741006,5,9,4,10,7
41666,4741091,3,7,2,3,9
41667,4741129,1,6,1,7,3
41668,4741132,3,2,10,4,4
41669,4741211,4,4,5,8,7
41670,4741392,9,3,6,9,7
41671,4741607,5,7,3,4,3
41672,4741628,1,0,5,5,8
41673,4741708,4,10,8,6,8
41674,4741743,6,8,8,3,10
41675,4741791,5,3,6,9,0
41676,4741884,5,7,9,4,10
41677,4741995,4,3,9,8,0
41678,4742012,9,8,3,5,7
41679,4742243,6,9,4,4,2
41680,4742312,3,1,4,4,5
41681,4742322,5,5,7,1,8
41682,4742368,5,1,0,9,1
41683,4742383,10,6,1,10,2
41684,4742421,3,4,0,8,9
41685,4742552,4,0,7,0,0
41686,4742613,4,3,8,5,2
41687,4742619,6,7,5,5,1
41688,4742723,4,6,5,3,7
41689,4742903,1,5,0,1,6
41690,4743095,3,8,3,8,0
41691,4743188,6,9,1,10,4
41692,4743198,4,0,1,7,0
41693,4743249,6,7,3,4,3
41694,4743416,5,1,3,3,4
41695,4743530,10,2,8,4,8
41696,4743591,5,0,2,0,9
41697,4743629,5,3,1,0,0
41698,4743637,3,9,1,6,5
41699,4743709,7,1,0,5,2
41700,4743783,9,9,6,10,4
41701,4743794,8,9,8,6,3
41702,4743814,5,7,7,2,8
41703,4743849,4,1,0,2,10
41704,4743942,3,10,3,8,4
41705,4743968,10,9,9,6,8
41706,4744003,5,4,1,10,9
41707,4744011,10,5,3,8,3
41708,4744236,5,4,5,1,0
41709,4744274,3,4,0,4,6
41710,4744289,4,7,6,5,10
41711,4744532,1,7,2,3,5
41712,4744717,5,7,4,8,2
41713,4744883,8,2,2,8,4
41714,4744961,5,2,1,4,2
41715,4745218,3,6,2,10,3
41716,4745253,7,4,2,9,8
41717,4745335,4,9,6,9,0
41718,4745416,3,9,10,1,6
41719,4745491,4,8,10,2,10
41720,4745526,3,4,4,1,5
41721,4745615,4,6,8,3,10
41722,4745631,3,4,3,3,4
41723,4745697,6,9,8,5,3
41724,4745761,4,8,4,4,8
41725,4745785,5,10,3,2,0
41726,4745825,3,2,7,6,0
41727,4745925,5,10,10,9,8
41728,4745943,10,0,9,9,0
41729,4746102,3,7,10,4,6
41730,4746135,6,6,1,3,7
41731,4746327,5,3,4,3,8
41732,4746389,3,3,2,4,0
41733,4746401,5,6,5,4,5
41734,4746403,6,10,10,8,4
41735,4746614,5,9,9,10,2
41736,4746620,5,10,5,4,2
41737,4746723,6,6,10,2,4
41738,4746795,5,1,10,10,7
41739,4747083,4,10,10,6,5
41740,4747286,4,7,8,6,1
41741,4747757,3,9,9,8,2
41742,4747857,7,1,0,0,4
41743,4747922,3,5,8,0,4
41744,4748150,3,9,2,4,10
41745,4748175,3,0,9,8,10
41746,4748321,2,0,9,0,1
41747,4748411,5,2,6,8,4
41748,4748456,5,1,10,6,2
41749,4748504,6,6,10,0,4
41750,4748632,5,9,5,0,5
41751,4748675,1,10,0,8,6
41752,4748831,8,10,2,9,0
41753,4748860,5,9,2,1,6
41754,4748968,9,1,5,3,5
41755,4749113,4,6,6,5,6
41756,4749147,4,9,7,0,4
41757,4749171,1,0,10,2,8
41758,4749233,5,4,10,10,1
41759,4749254,1,2,0,6,4
41760,4749277,2,5,7,7,4
41761,4749346,5,7,4,4,0
41762,4749461,8,3,9,9,10
41763,4749472,1,3,8,8,3
41764,4749481,2,7,3,4,4
41765,4749654,6,9,3,0,7
41766,4749660,5,6,6,0,8
41767,4749757,5,3,7,7,0
41768,4749802,5,5,3,6,4
41769,4749809,5,6,9,10,10
41770,4749812,1,8,10,5,5
41771,4749816,6,8,0,0,9
41772,4749861,4,6,0,8,3
41773,4749993,5,7,6,7,7
41774,4750049,4,7,10,4,2
41775,4750072,5,2,2,4,4
41776,4750153,5,8,5,3,1
41777,4750231,4,1,1,8,8
41778,4750254,3,4,5,9,1
41779,4750309,5,2,10,10,5
41780,4750327,7,9,4,4,1
41781,4750434,5,8,3,9,5
41782,4750480,9,5,9,8,0
41783,4750582,4,2,2,2,9
41784,4750637,7,6,7,2,10
41785,4750711,5,9,0,7,4
41786,4750721,10,4,9,10,7
41787,4750782,1,2,6,5,3
41788,4750993,5,7,0,10,8
41789,4751035,4,2,4,7,5
41790,4751282,5,8,9,8,7
41791,4751375,6,6,6,4,9
41792,4751379,4,9,4,5,6
41793,4751547,6,7,5,2,4
41794,4751655,3,5,0,5,6
41795,4751722,2,6,2,4,8
41796,4751807,9,0,3,4,5
41797,4751822,3,10,0,5,5
41798,4751972,6,10,8,2,5
41799,4752080,4,6,7,6,5
41800,4752231,1,6,5,0,8
41801,4752339,1,0,2,5,0
41802,4752500,10,5,5,3,10
41803,4752588,1,6,4,9,1
41804,4752812,5,5,2,3,0
41805,4752846,5,6,2,6,8
41806,4752886,4,7,10,6,2
41807,4752904,7,7,7,8,10
41808,4753055,4,9,7,6,5
41809,4753136,2,7,8,1,0
41810,4753165,3,0,6,3,10
41811,4753184,4,8,1,1,6
41812,4753192,3,2,3,9,5
41813,4753302,6,9,1,7,6
41814,4753387,7,8,9,1,8
41815,4753481,4,2,6,10,8
41816,4753490,1,8,9,5,7
41817,4753568,3,7,3,8,8
41818,4753573,3,5,0,7,3
41819,4753881,4,0,7,8,3
41820,4753912,6,2,10,8,7
41821,4753935,1,2,8,2,2
41822,4754094,5,10,8,0,8
41823,4754377,1,6,10,5,3
41824,4754383,6,2,5,5,2
41825,4754401,3,3,4,6,9
41826,4754641,4,10,3,4,8
41827,4754650,7,4,10,9,5
41828,4754732,9,1,6,3,4
41829,4754766,5,5,9,9,5
41830,4754806,4,4,5,6,7
41831,4754811,3,3,3,7,5
41832,4754880,5,3,4,10,9
41833,4754925,5,0,2,8,5
41834,4754928,5,7,7,9,4
41835,4754969,1,4,9,10,8
41836,4754995,1,4,9,9,4
41837,4755108,5,3,1,9,9
41838,4755298,2,7,6,9,1
41839,4755312,7,7,3,0,1
41840,4755436,5,8,7,1,7
41841,4755474,1,4,8,9,6
41842,4755513,5,2,4,3,2
41843,4755667,6,5,0,6,6
41844,4755723,10,1,2,6,1
41845,4755772,1,5,8,3,2
41846,4755790,8,8,7,8,7
41847,4755894,5,3,8,5,6
41848,4755963,5,10,5,8,1
41849,4755986,3,2,1,1,3
41850,4756061,5,9,10,8,9
41851,4756118,5,7,10,9,7
41852,4756139,5,0,5,9,9
41853,4756253,4,7,9,6,3
41854,4756354,6,4,5,2,9
41855,4756495,3,7,5,1,4
41856,4756576,5,3,6,10,5
41857,4756927,6,3,7,9,1
41858,4757070,5,5,9,10,0
41859,4757096,4,7,4,1,9
41860,4757175,9,2,7,4,10
41861,4757200,4,2,6,2,7
41862,4757201,6,0,5,0,1
41863,4757225,4,0,4,0,2
41864,4757327,3,2,1,7,8
41865,4757329,4,8,9,1,2
41866,4757391,5,8,3,7,9
41867,4757471,4,0,7,4,6
41868,4757626,5,9,6,9,10
41869,4757642,5,2,6,4,6
41870,4757674,5,2,10,7,6
41871,4757727,5,8,3,5,10
41872,4757755,10,5,9,10,3
41873,4757775,3,3,4,5,2
41874,4757901,3,6,6,0,3
41875,4757950,5,9,7,3,2
41876,4757967,4,6,0,2,8
41877,4758073,4,9,4,8,1
41878,4758157,6,8,2,4,6
41879,4758285,4,2,1,2,9
41880,4758307,3,2,3,5,6
41881,4758323,6,7,1,7,6
41882,4758324,4,8,7,5,3
41883,4758380,5,8,8,10,2
41884,4758492,5,7,5,10,6
41885,4758531,6,0,5,9,3
41886,4758552,4,6,4,3,8
41887,4758581,6,4,6,2,4
41888,4758617,5,3,3,3,4
41889,4758663,3,8,3,5,0
41890,4758765,5,1,3,10,0
41891,4758849,5,9,5,8,1
41892,4758879,6,6,0,1,1
41893,4758999,9,7,10,8,7
41894,4759080,5,3,4,9,0
41895,4759154,5,4,8,10,3
41896,4759183,1,10,5,1,9
41897,4759502,6,2,3,7,4
41898,4759568,4,10,6,4,3
41899,4759588,3,6,5,2,0
41900,4759672,3,8,0,10,3
41901,4759835,5,9,4,9,3
41902,4759973,1,8,8,9,5
41903,4760259,5,3,2,0,8
41904,4760421,5,0,0,8,5
41905,4760488,3,3,1,9,4
41906,4760655,5,1,3,5,10
41907,4760687,6,6,1,10,2
41908,4760946,1,1,8,2,5
41909,4760975,5,10,6,8,2
41910,4760989,3,1,8,7,10
41911,4761073,7,7,6,6,3
41912,4761237,4,3,3,8,6
41913,4761251,7,6,10,6,3
41914,4761260,1,10,4,8,8
41915,4761485,9,2,10,3,8
41916,4761599,1,10,5,3,10
41917,4761620,5,2,0,10,4
