Age,Income,Expences,Gender,Company,Loan
38,1651000,1271270,F,Rank 2,Accepted
53,2753000,1982160,F,Rank 1,Accepted
34,1374000,1085460,F,Rank 2,Accepted
59,2979000,1995930,F,Rank 1,Accepted
54,2989000,2122190,F,Rank 3,Accepted
56,3040000,2158400,F,Rank 1,Accepted
51,2815000,1857900,F,Rank 2,Accepted
26,966000,792120,F,Rank 2,Accepted
38,1709000,1298840,F,Rank 2,Accepted
56,2813000,1828450,F,Rank 1,Accepted
46,2355000,1436550,F,Rank 1,Accepted
61,2212000,1636880,F,Rank 1,Accepted
37,1136000,897440,F,Rank 3,Accepted
50,2957000,2188180,F,Rank 2,Accepted
61,2218000,1552600,F,Rank 2,Accepted
40,1765000,1376700,F,Rank 1,Accepted
45,2481000,1711890,F,Rank 1,Accepted
53,2712000,1789920,F,Rank 2,Accepted
30,1065000,862650,F,Rank 2,Accepted
46,2396000,1701160,F,Rank 1,Accepted
38,1787000,1375990,F,Rank 3,Accepted
32,1287000,990990,F,Rank 3,Accepted
51,2743000,1947530,F,Rank 1,Accepted
59,2311000,1594590,F,Rank 2,Accepted
48,2557000,1866610,F,Rank 1,Accepted
34,1145000,904550,F,Rank 2,Accepted
54,3109000,2145210,F,Rank 2,Accepted
41,2033000,1341780,F,Rank 1,Accepted
60,2269000,1474850,F,Rank 1,Accepted
62,1962000,1255680,F,Rank 1,Accepted
51,2745000,1756800,F,Rank 1,Accepted
57,2962000,2221500,F,Rank 1,Accepted
48,2354000,1483020,F,Rank 1,Accepted
46,2450000,1519000,F,Rank 3,Accepted
34,1332000,1038960,F,Rank 3,Accepted
61,2558000,1688280,F,Rank 2,Accepted
59,2213000,1460580,F,Rank 1,Accepted
53,2815000,1773450,F,Rank 1,Accepted
30,725000,601750,F,Rank 2,Accepted
32,1396000,1088880,F,Rank 2,Accepted
38,1833000,1264770,F,Rank 1,Accepted
38,1946000,1362200,F,Rank 1,Accepted
59,2786000,1755180,F,Rank 3,Accepted
27,709000,574290,F,Rank 2,Accepted
48,2555000,1890700,F,Rank 2,Accepted
47,2293000,1559240,F,Rank 1,Accepted
57,2272000,1590400,F,Rank 3,Accepted
37,1235000,963300,F,Rank 2,Accepted
45,2497000,1747900,F,Rank 1,Accepted
26,874000,734160,F,Rank 2,Accepted
31,755000,626650,F,Rank 2,Accepted
34,1245000,946200,F,Rank 2,Accepted
54,3045000,2070600,F,Rank 1,Accepted
44,2676000,1739400,F,Rank 2,Accepted
32,1490000,1132400,F,Rank 2,Accepted
38,1662000,1279740,F,Rank 2,Accepted
29,923000,756860,F,Rank 2,Accepted
33,1570000,1193200,F,Rank 1,Accepted
44,2550000,1785000,F,Rank 1,Accepted
53,3117000,1963710,F,Rank 1,Accepted
48,2316000,1459080,F,Rank 1,Accepted
38,1822000,1311840,F,Rank 3,Accepted
48,2513000,1633450,F,Rank 3,Accepted
30,1081000,918850,F,Rank 2,Accepted
57,2687000,2015250,F,Rank 2,Accepted
57,2917000,2187750,F,Rank 1,Accepted
44,2426000,1673940,F,Rank 3,Accepted
44,2292000,1535640,F,Rank 1,Accepted
40,2036000,1262320,F,Rank 2,Accepted
60,2330000,1444600,F,Rank 2,Accepted
25,450000,373500,F,Rank 2,Accepted
28,798000,654360,F,Rank 2,Accepted
44,2390000,1744700,F,Rank 2,Accepted
30,1085000,878850,F,Rank 2,Accepted
61,2830000,1726300,F,Rank 1,Accepted
52,2890000,2080800,F,Rank 1,Accepted
46,2571000,1825410,F,Rank 1,Accepted
55,2940000,1940400,F,Rank 2,Accepted
53,3031000,2121700,F,Rank 2,Accepted
26,811000,656910,F,Rank 2,Accepted
26,950000,788500,F,Rank 2,Accepted
29,814000,683760,F,Rank 2,Accepted
25,343000,291550,F,Rank 2,Accepted
47,2659000,1808120,F,Rank 1,Accepted
39,2166000,1342920,F,Rank 3,Accepted
33,1523000,1172710,F,Rank 2,Accepted
46,2384000,1668800,F,Rank 1,Accepted
27,882000,732060,F,Rank 3,Accepted
55,2798000,1930620,F,Rank 3,Accepted
47,2485000,1664950,F,Rank 1,Accepted
32,1310000,1008700,F,Rank 2,Accepted
27,752000,631680,F,Rank 2,Accepted
47,2318000,1715320,F,Rank 1,Accepted
25,367000,297270,F,Rank 3,Accepted
46,2625000,1732500,F,Rank 1,Accepted
33,1456000,1150240,F,Rank 2,Accepted
49,2421000,1549440,F,Rank 3,Accepted
29,792000,641520,F,Rank 2,Accepted
55,3102000,2264460,F,Rank 3,Accepted
27,820000,664200,F,Rank 2,Accepted
27,1100000,836000,F,Rank 2,Accepted
55,2809000,1825850,F,Rank 1,Accepted
34,1307000,1019460,F,Rank 2,Accepted
38,2029000,1379720,F,Rank 1,Accepted
48,2356000,1602080,F,Rank 2,Accepted
41,2035000,1241350,F,Rank 3,Accepted
55,2976000,2083200,F,Rank 2,Accepted
48,2404000,1658760,F,Rank 1,Accepted
29,813000,691050,F,Rank 2,Accepted
30,1013000,830660,F,Rank 2,Accepted
60,2547000,1604610,F,Rank 1,Accepted
45,2294000,1399340,F,Rank 1,Accepted
35,1390000,1084200,F,Rank 3,Accepted
61,2562000,1639680,F,Rank 1,Accepted
29,827000,694680,F,Rank 2,Accepted
34,1125000,877500,F,Rank 2,Accepted
55,3067000,2300250,F,Rank 2,Accepted
43,1775000,1402250,F,Rank 1,Accepted
62,1764000,1358280,F,Rank 1,Accepted
61,2521000,1537810,F,Rank 1,Accepted
36,1211000,944580,F,Rank 3,Accepted
49,2227000,1425280,F,Rank 2,Accepted
44,2415000,1666350,F,Rank 2,Accepted
55,2703000,1675860,F,Rank 2,Accepted
32,1345000,1035650,F,Rank 2,Accepted
52,2966000,2224500,F,Rank 2,Accepted
39,1948000,1285680,F,Rank 1,Accepted
27,924000,748440,F,Rank 2,Accepted
43,1792000,1415680,F,Rank 1,Accepted
34,1493000,1134680,F,Rank 2,Accepted
53,2883000,2104590,F,Rank 1,Accepted
44,2694000,1939680,F,Rank 3,Accepted
39,1924000,1423760,F,Rank 1,Accepted
47,2292000,1558560,F,Rank 2,Accepted
53,2730000,1801800,F,Rank 2,Accepted
47,2335000,1424350,F,Rank 1,Accepted
36,1537000,1168120,F,Rank 2,Accepted
27,882000,714420,F,Rank 2,Accepted
26,927000,760140,F,Rank 3,Accepted
45,2537000,1852010,F,Rank 1,Accepted
60,2972000,2110120,F,Rank 1,Accepted
43,1797000,1383690,F,Rank 1,Accepted
29,1054000,853740,F,Rank 3,Accepted
51,2845000,2076850,F,Rank 1,Accepted
35,1323000,1031940,F,Rank 3,Accepted
55,2807000,1992970,F,Rank 3,Accepted
47,2545000,1603350,F,Rank 1,Accepted
38,1792000,1415680,F,Rank 1,Accepted
38,1794000,1381380,F,Rank 1,Accepted
61,2718000,1929780,F,Rank 1,Accepted
39,1850000,1387500,F,Rank 2,Accepted
35,1152000,898560,F,Rank 3,Accepted
27,1071000,910350,F,Rank 2,Accepted
26,932000,773560,F,Rank 2,Accepted
30,1027000,842140,F,Rank 2,Accepted
44,2608000,1799520,F,Rank 2,Accepted
34,1279000,997620,F,Rank 2,Accepted
25,608000,516800,F,Rank 2,Accepted
40,1928000,1407440,F,Rank 1,Accepted
31,751000,623330,F,Rank 2,Accepted
51,3134000,2193800,F,Rank 1,Accepted
48,2294000,1605800,F,Rank 3,Accepted
48,2241000,1635930,F,Rank 2,Accepted
40,1768000,1379040,F,Rank 2,Accepted
52,3044000,1948160,F,Rank 1,Accepted
59,2856000,1942080,F,Rank 1,Accepted
51,2761000,2043140,F,Rank 1,Accepted
33,1513000,1180140,F,Rank 1,Accepted
30,828000,695520,F,Rank 2,Accepted
30,741000,615030,F,Rank 2,Accepted
51,3000000,2250000,F,Rank 2,Accepted
60,2295000,1698300,F,Rank 1,Accepted
62,1943000,1321240,F,Rank 1,Accepted
47,2418000,1499160,F,Rank 1,Accepted
45,2286000,1417320,F,Rank 2,Accepted
52,2808000,2077920,F,Rank 1,Accepted
46,2262000,1402440,F,Rank 1,Accepted
56,2705000,1731200,F,Rank 1,Accepted
39,2002000,1221220,F,Rank 1,Accepted
41,1997000,1318020,F,Rank 2,Accepted
42,1699000,1291240,F,Rank 3,Accepted
34,1351000,1026760,F,Rank 2,Accepted
60,2282000,1688680,F,Rank 1,Accepted
62,1852000,1277880,F,Rank 1,Accepted
48,2309000,1547030,F,Rank 1,Accepted
36,1568000,1207360,F,Rank 1,Accepted
39,1661000,1295580,F,Rank 1,Accepted
26,958000,804720,F,Rank 2,Accepted
29,1044000,887400,F,Rank 2,Accepted
46,2620000,1860200,F,Rank 1,Accepted
53,2911000,2095920,F,Rank 1,Accepted
29,1083000,888060,F,Rank 2,Accepted
32,1472000,1118720,F,Rank 2,Accepted
41,2062000,1319680,F,Rank 1,Accepted
29,892000,731440,F,Rank 2,Accepted
55,3128000,2064480,F,Rank 1,Accepted
50,2766000,1880880,F,Rank 1,Accepted
42,1811000,1195260,F,Rank 1,Accepted
58,2593000,1711380,F,Rank 2,Accepted
62,1875000,1181250,F,Rank 2,Accepted
34,1142000,890760,F,Rank 2,Accepted
49,2665000,1812200,F,Rank 1,Accepted
35,1290000,980400,F,Rank 2,Accepted
60,2807000,1712270,F,Rank 1,Accepted
36,1390000,1070300,F,Rank 2,Accepted
59,2333000,1446460,F,Rank 1,Accepted
50,2800000,1736000,F,Rank 1,Accepted
36,1190000,916300,F,Rank 2,Accepted
61,2421000,1549440,F,Rank 1,Accepted
55,3009000,1895670,F,Rank 1,Accepted
61,2349000,1620810,F,Rank 3,Accepted
26,984000,836400,F,Rank 3,Accepted
41,2042000,1511080,F,Rank 2,Accepted
40,2189000,1400960,F,Rank 1,Accepted
50,3143000,2357250,F,Rank 3,Accepted
38,2004000,1222440,F,Rank 1,Accepted
50,2721000,1795860,F,Rank 1,Accepted
44,2218000,1619140,F,Rank 1,Accepted
35,1559000,1231610,F,Rank 1,Accepted
29,871000,740350,F,Rank 2,Accepted
26,965000,820250,F,Rank 2,Accepted
51,2806000,1908080,F,Rank 1,Accepted
50,3052000,2166920,F,Rank 2,Accepted
32,1561000,1217580,F,Rank 1,Accepted
52,2981000,2116510,F,Rank 1,Accepted
46,2270000,1543600,F,Rank 3,Accepted
60,2242000,1546980,F,Rank 2,Accepted
25,371000,307930,F,Rank 2,Accepted
26,1016000,843280,F,Rank 2,Accepted
41,2129000,1554170,F,Rank 3,Accepted
47,2549000,1682340,F,Rank 2,Accepted
42,1709000,1298840,F,Rank 1,Accepted
53,2739000,1917300,F,Rank 1,Accepted
46,2241000,1411830,F,Rank 1,Accepted
33,1399000,1077230,F,Rank 2,Accepted
33,1233000,961740,F,Rank 2,Accepted
28,770000,631400,F,Rank 2,Accepted
47,2541000,1905750,F,Rank 2,Accepted
52,3121000,2309540,F,Rank 2,Accepted
25,634000,532560,F,Rank 2,Accepted
46,2673000,2004750,F,Rank 2,Accepted
60,2252000,1643960,F,Rank 1,Accepted
57,2778000,1861260,F,Rank 1,Accepted
36,1580000,1216600,F,Rank 3,Accepted
46,2490000,1767900,F,Rank 1,Accepted
35,1502000,1156540,F,Rank 2,Accepted
42,1965000,1237950,F,Rank 3,Accepted
44,2699000,1646390,F,Rank 1,Accepted
36,1520000,1170400,F,Rank 1,Accepted
43,2178000,1502820,F,Rank 1,Accepted
49,2588000,1837480,F,Rank 2,Accepted
60,2457000,1719900,F,Rank 1,Accepted
59,2323000,1417030,F,Rank 1,Accepted
62,1723000,1361170,F,Rank 2,Accepted
25,369000,302580,F,Rank 2,Accepted
25,451000,383350,F,Rank 2,Accepted
52,2948000,1916200,F,Rank 1,Accepted
58,2392000,1602640,F,Rank 1,Accepted
52,3123000,2342250,F,Rank 2,Accepted
37,1298000,999460,F,Rank 2,Accepted
34,1489000,1161420,F,Rank 2,Accepted
61,2828000,2007880,F,Rank 1,Accepted
36,1503000,1142280,F,Rank 1,Accepted
25,449000,372670,F,Rank 2,Accepted
51,2755000,1928500,F,Rank 1,Accepted
60,2363000,1488690,F,Rank 1,Accepted
26,1042000,854440,F,Rank 2,Accepted
43,1972000,1400120,F,Rank 1,Accepted
44,2251000,1553190,F,Rank 3,Accepted
40,1933000,1275780,F,Rank 3,Accepted
29,1054000,885360,F,Rank 2,Accepted
39,1925000,1193500,F,Rank 1,Accepted
39,2160000,1339200,F,Rank 2,Accepted
60,2941000,1941060,F,Rank 1,Accepted
41,1857000,1355610,F,Rank 2,Accepted
31,1051000,882840,F,Rank 2,Accepted
48,2478000,1511580,F,Rank 1,Accepted
32,1572000,1194720,F,Rank 1,Accepted
48,2253000,1554570,F,Rank 2,Accepted
33,1580000,1232400,F,Rank 1,Accepted
59,2817000,1971900,F,Rank 1,Accepted
35,1553000,1211340,F,Rank 1,Accepted
30,765000,642600,F,Rank 2,Accepted
26,1084000,910560,F,Rank 2,Accepted
53,3125000,1968750,F,Rank 1,Accepted
51,3057000,1925910,F,Rank 3,Accepted
51,2938000,2203500,F,Rank 2,Accepted
47,2281000,1437030,F,Rank 1,Accepted
26,1004000,833320,F,Rank 2,Accepted
50,3191000,2265610,F,Rank 1,Accepted
34,1392000,1099680,F,Rank 2,Accepted
32,1498000,1183420,F,Rank 2,Accepted
62,1754000,1368120,F,Rank 2,Accepted
47,2480000,1562400,F,Rank 1,Accepted
60,2656000,1699840,F,Rank 1,Accepted
41,1922000,1268520,F,Rank 3,Accepted
48,2668000,1920960,F,Rank 1,Accepted
47,2334000,1680480,F,Rank 1,Accepted
34,1293000,1021470,F,Rank 2,Accepted
32,1521000,1155960,F,Rank 3,Accepted
59,2803000,1934070,F,Rank 2,Accepted
38,2184000,1506960,F,Rank 2,Accepted
25,487000,413950,F,Rank 2,Accepted
46,2545000,1908750,F,Rank 3,Accepted
25,348000,295800,F,Rank 2,Accepted
32,1149000,907710,F,Rank 2,Accepted
28,991000,802710,F,Rank 2,Accepted
35,1127000,867790,F,Rank 2,Accepted
30,728000,596960,F,Rank 3,Accepted
57,2909000,1774490,F,Rank 3,Accepted
56,3178000,2002140,F,Rank 1,Accepted
44,2428000,1626760,F,Rank 2,Accepted
47,2486000,1715340,F,Rank 2,Accepted
62,1611000,1256580,F,Rank 1,Accepted
54,3167000,2216900,F,Rank 1,Accepted
60,2447000,1639490,F,Rank 2,Accepted
36,1250000,975000,F,Rank 2,Accepted
30,728000,618800,F,Rank 2,Accepted
52,3053000,1953920,F,Rank 3,Accepted
36,1586000,1205360,F,Rank 1,Accepted
57,2379000,1522560,F,Rank 3,Accepted
62,2064000,1382880,F,Rank 1,Accepted
46,2517000,1862580,F,Rank 2,Accepted
29,966000,811440,F,Rank 2,Accepted
34,1238000,953260,F,Rank 2,Accepted
49,2681000,1715840,F,Rank 3,Accepted
44,2228000,1581880,F,Rank 3,Accepted
51,3172000,2188680,F,Rank 1,Accepted
34,1335000,1041300,F,Rank 2,Accepted
55,3147000,2297310,F,Rank 2,Accepted
26,901000,756840,F,Rank 2,Accepted
49,2460000,1549800,F,Rank 1,Accepted
39,1624000,1234240,F,Rank 1,Accepted
43,1764000,1375920,F,Rank 1,Accepted
27,1002000,851700,F,Rank 2,Accepted
46,2394000,1460340,F,Rank 2,Accepted
39,2096000,1383360,F,Rank 1,Accepted
54,2836000,2070280,F,Rank 1,Accepted
41,1666000,1282820,F,Rank 2,Accepted
34,1472000,1148160,F,Rank 2,Accepted
60,2674000,1631140,F,Rank 1,Accepted
56,2873000,1752530,F,Rank 2,Accepted
26,1050000,861000,F,Rank 2,Accepted
54,3060000,1927800,F,Rank 2,Accepted
55,3141000,2104470,F,Rank 2,Accepted
45,2463000,1724100,F,Rank 3,Accepted
39,1680000,1310400,F,Rank 2,Accepted
58,2539000,1675740,F,Rank 1,Accepted
62,1888000,1397120,F,Rank 1,Accepted
48,2351000,1692720,F,Rank 1,Accepted
37,1199000,947210,F,Rank 2,Accepted
50,2999000,1859380,F,Rank 1,Accepted
48,2312000,1525920,F,Rank 2,Accepted
36,1123000,864710,F,Rank 2,Accepted
25,303000,248460,F,Rank 2,Accepted
33,1526000,1175020,F,Rank 1,Accepted
47,2602000,1873440,F,Rank 2,Accepted
53,3052000,1983800,F,Rank 2,Accepted
38,1662000,1296360,F,Rank 3,Accepted
58,2242000,1412460,F,Rank 1,Accepted
25,597000,495510,F,Rank 2,Accepted
32,1582000,1249780,F,Rank 2,Accepted
34,1365000,1037400,F,Rank 2,Accepted
43,2013000,1308450,F,Rank 2,Accepted
46,2439000,1707300,F,Rank 1,Accepted
57,2968000,1988560,F,Rank 1,Accepted
58,2952000,2214000,F,Rank 3,Accepted
36,1171000,925090,F,Rank 2,Accepted
61,2473000,1681640,F,Rank 1,Accepted
45,2419000,1644920,F,Rank 2,Accepted
50,2976000,2083200,F,Rank 1,Accepted
42,2066000,1363560,F,Rank 1,Accepted
28,1048000,869840,F,Rank 2,Accepted
43,2087000,1460900,F,Rank 2,Accepted
34,1177000,894520,F,Rank 3,Accepted
50,2927000,1873280,F,Rank 1,Accepted
32,1523000,1187940,F,Rank 3,Accepted
34,1489000,1161420,F,Rank 2,Accepted
54,3184000,2165120,F,Rank 1,Accepted
42,1620000,1279800,F,Rank 2,Accepted
48,2389000,1600630,F,Rank 1,Accepted
55,2741000,1809060,F,Rank 1,Accepted
29,1016000,863600,F,Rank 3,Accepted
45,2639000,1900080,F,Rank 1,Accepted
49,2496000,1522560,F,Rank 1,Accepted
29,705000,571050,F,Rank 2,Accepted
46,2225000,1624250,F,Rank 3,Accepted
33,1336000,1028720,F,Rank 2,Accepted
31,767000,644280,F,Rank 2,Accepted
31,1001000,810810,F,Rank 2,Accepted
32,1311000,1022580,F,Rank 2,Accepted
31,744000,610080,F,Rank 2,Accepted
62,1807000,1282970,F,Rank 3,Accepted
46,2467000,1603550,F,Rank 1,Accepted
53,3074000,2059580,F,Rank 3,Accepted
34,1572000,1210440,F,Rank 2,Accepted
37,1541000,1171160,F,Rank 1,Accepted
38,2197000,1559870,F,Rank 1,Accepted
32,1137000,898230,F,Rank 3,Accepted
57,2254000,1577800,F,Rank 1,Accepted
25,421000,341010,F,Rank 2,Accepted
53,2749000,1869320,F,Rank 1,Accepted
53,2785000,1949500,F,Rank 2,Accepted
62,1745000,1343650,F,Rank 1,Accepted
54,2881000,2045510,F,Rank 2,Accepted
54,3129000,2252880,F,Rank 1,Accepted
48,2403000,1585980,F,Rank 1,Accepted
28,967000,802610,F,Rank 2,Accepted
41,2117000,1376050,F,Rank 1,Accepted
59,2417000,1643560,F,Rank 1,Accepted
27,869000,729960,F,Rank 3,Accepted
29,1014000,831480,F,Rank 2,Accepted
36,1558000,1184080,F,Rank 1,Accepted
36,1169000,923510,F,Rank 2,Accepted
52,2720000,1740800,F,Rank 1,Accepted
61,2468000,1727600,F,Rank 1,Accepted
53,2820000,2115000,F,Rank 1,Accepted
25,307000,251740,F,Rank 2,Accepted
56,3133000,1973790,F,Rank 1,Accepted
37,1551000,1225290,F,Rank 1,Accepted
29,1076000,914600,F,Rank 2,Accepted
38,1835000,1376250,F,Rank 1,Accepted
32,1128000,879840,F,Rank 2,Accepted
35,1600000,1248000,F,Rank 2,Accepted
53,2708000,2031000,F,Rank 3,Accepted
49,2600000,1924000,F,Rank 3,Accepted
61,2367000,1633230,F,Rank 1,Accepted
32,1131000,859560,F,Rank 2,Accepted
59,2394000,1723680,F,Rank 1,Accepted
58,2700000,1647000,F,Rank 3,Accepted
46,2441000,1830750,F,Rank 1,Accepted
62,2084000,1563000,F,Rank 2,Accepted
53,2797000,2041810,F,Rank 3,Accepted
40,1970000,1339600,F,Rank 1,Accepted
34,1564000,1219920,F,Rank 1,Accepted
32,1321000,1003960,F,Rank 2,Accepted
58,2477000,1808210,F,Rank 3,Accepted
43,1769000,1362130,F,Rank 1,Accepted
57,2280000,1413600,F,Rank 1,Accepted
38,1635000,1291650,F,Rank 2,Accepted
61,2762000,1822920,F,Rank 2,Accepted
50,2828000,1753360,F,Rank 1,Accepted
59,2304000,1704960,F,Rank 3,Accepted
44,2621000,1913330,F,Rank 1,Accepted
31,1072000,900480,F,Rank 2,Accepted
31,1080000,885600,F,Rank 2,Accepted
33,1222000,940940,F,Rank 3,Accepted
45,2396000,1653240,F,Rank 1,Accepted
56,2908000,1802960,F,Rank 1,Accepted
45,2525000,1767500,F,Rank 1,Accepted
52,3045000,2131500,F,Rank 3,Accepted
37,1328000,1035840,F,Rank 2,Accepted
51,2990000,1853800,F,Rank 2,Accepted
60,2615000,1804350,F,Rank 2,Accepted
29,928000,760960,F,Rank 2,Accepted
55,2904000,1800480,F,Rank 1,Accepted
40,1773000,1400670,F,Rank 1,Accepted
25,481000,394420,F,Rank 2,Accepted
25,378000,313740,F,Rank 2,Accepted
46,2211000,1503480,F,Rank 1,Accepted
59,2650000,1934500,F,Rank 1,Accepted
26,876000,744600,F,Rank 2,Accepted
37,1364000,1077560,F,Rank 2,Accepted
41,1901000,1292680,F,Rank 2,Accepted
28,1007000,855950,F,Rank 2,Accepted
61,2952000,2154960,F,Rank 1,Accepted
60,2546000,1680360,F,Rank 2,Accepted
41,2015000,1249300,F,Rank 1,Accepted
59,2562000,1793400,F,Rank 1,Accepted
43,1792000,1397760,F,Rank 2,Accepted
31,1049000,860180,F,Rank 2,Accepted
26,823000,683090,F,Rank 2,Accepted
56,3142000,2105140,F,Rank 3,Accepted
45,2531000,1619840,F,Rank 1,Accepted
33,1275000,981750,F,Rank 2,Accepted
34,1203000,926310,F,Rank 3,Accepted
54,2871000,2153250,F,Rank 2,Accepted
42,2008000,1405600,F,Rank 1,Accepted
46,2322000,1741500,F,Rank 1,Accepted
57,2438000,1730980,F,Rank 1,Accepted
60,2832000,1784160,F,Rank 3,Accepted
33,1482000,1126320,F,Rank 2,Accepted
52,2918000,1809160,F,Rank 1,Accepted
34,1289000,1018310,F,Rank 2,Accepted
27,751000,630840,F,Rank 2,Accepted
43,1660000,1311400,F,Rank 2,Accepted
49,2513000,1633450,F,Rank 1,Accepted
53,2983000,2117930,F,Rank 1,Accepted
27,887000,718470,F,Rank 2,Accepted
60,2858000,1972020,F,Rank 1,Accepted
58,2882000,1758020,F,Rank 3,Accepted
41,1951000,1209620,F,Rank 1,Accepted
46,2355000,1483650,F,Rank 2,Accepted
36,1226000,968540,F,Rank 2,Accepted
55,3138000,1976940,F,Rank 1,Accepted
56,3187000,1975940,F,Rank 1,Accepted
50,2737000,1669570,F,Rank 1,Accepted
58,2333000,1749750,F,Rank 1,Accepted
40,2047000,1289610,F,Rank 2,Accepted
45,2343000,1429230,F,Rank 1,Accepted
61,2931000,1993080,F,Rank 1,Accepted
50,2845000,1849250,F,Rank 2,Accepted
40,1634000,1258180,F,Rank 1,Accepted
57,2928000,1873920,F,Rank 3,Accepted
42,2108000,1412360,F,Rank 2,Accepted
28,715000,607750,F,Rank 2,Accepted
57,2887000,1992030,F,Rank 1,Accepted
29,789000,670650,F,Rank 2,Accepted
29,839000,704760,F,Rank 2,Accepted
36,1342000,1019920,F,Rank 2,Accepted
39,1823000,1294330,F,Rank 3,Accepted
28,978000,792180,F,Rank 2,Accepted
25,635000,514350,F,Rank 2,Accepted
59,2425000,1624750,F,Rank 2,Accepted
53,2810000,2023200,F,Rank 1,Accepted
58,2614000,1855940,F,Rank 1,Accepted
56,2953000,2214750,F,Rank 3,Accepted
53,2980000,1877400,F,Rank 3,Accepted
31,968000,813120,F,Rank 2,Accepted
58,2791000,1702510,F,Rank 2,Accepted
55,2867000,2150250,F,Rank 1,Accepted
25,383000,321720,F,Rank 2,Accepted
61,2295000,1629450,F,Rank 1,Accepted
32,1203000,914280,F,Rank 3,Accepted
56,2738000,1889220,F,Rank 2,Accepted
42,2135000,1451800,F,Rank 1,Accepted
35,1408000,1112320,F,Rank 2,Accepted
61,2853000,1825920,F,Rank 3,Accepted
50,2843000,2018530,F,Rank 1,Accepted
46,2533000,1747770,F,Rank 1,Accepted
56,2914000,2127220,F,Rank 1,Accepted
30,1065000,905250,F,Rank 2,Accepted
26,720000,604800,F,Rank 2,Accepted
55,2777000,2027210,F,Rank 1,Accepted
40,2191000,1599430,F,Rank 1,Accepted
53,2761000,1794650,F,Rank 1,Accepted
40,1825000,1222750,F,Rank 2,Accepted
62,1943000,1243520,F,Rank 1,Accepted
47,2698000,1996520,F,Rank 2,Accepted
33,1133000,895070,F,Rank 3,Accepted
49,2661000,1809480,F,Rank 1,Accepted
60,2493000,1770030,F,Rank 1,Accepted
35,1162000,917980,F,Rank 2,Accepted
52,3075000,2029500,F,Rank 3,Accepted
49,2401000,1704710,F,Rank 1,Accepted
35,1173000,903210,F,Rank 2,Accepted
53,3041000,1885420,F,Rank 3,Accepted
27,897000,753480,F,Rank 2,Accepted
27,938000,778540,F,Rank 2,Accepted
52,3167000,2090220,F,Rank 1,Accepted
56,2985000,1880550,F,Rank 1,Accepted
52,2833000,1756460,F,Rank 2,Accepted
35,1525000,1189500,F,Rank 1,Accepted
25,475000,403750,F,Rank 2,Accepted
34,1436000,1120080,F,Rank 2,Accepted
42,2074000,1410320,F,Rank 1,Accepted
46,2616000,1726560,F,Rank 1,Accepted
43,1728000,1313280,F,Rank 3,Accepted
60,2374000,1638060,F,Rank 1,Accepted
29,721000,612850,F,Rank 2,Accepted
61,2758000,1958180,F,Rank 1,Accepted
51,2944000,1943040,F,Rank 2,Accepted
41,2093000,1360450,F,Rank 2,Accepted
52,2918000,2159320,F,Rank 1,Accepted
39,1708000,1298080,F,Rank 1,Accepted
39,1815000,1197900,F,Rank 3,Accepted
34,1416000,1118640,F,Rank 2,Accepted
47,2617000,1701050,F,Rank 1,Accepted
48,2221000,1665750,F,Rank 1,Accepted
42,1823000,1349020,F,Rank 1,Accepted
27,961000,797630,F,Rank 2,Accepted
50,3171000,2061150,F,Rank 1,Accepted
45,2675000,1631750,F,Rank 1,Accepted
30,947000,776540,F,Rank 2,Accepted
36,1269000,1002510,F,Rank 3,Accepted
58,2585000,1654400,F,Rank 1,Accepted
51,3149000,2235790,F,Rank 1,Accepted
30,726000,588060,F,Rank 2,Accepted
37,1351000,1040270,F,Rank 2,Accepted
32,1413000,1088010,F,Rank 2,Accepted
38,1782000,1372140,F,Rank 2,Accepted
46,2206000,1478020,F,Rank 1,Accepted
35,1599000,1263210,F,Rank 1,Accepted
60,2357000,1555620,F,Rank 2,Accepted
31,1021000,837220,F,Rank 2,Accepted
48,2319000,1460970,F,Rank 1,Accepted
39,2187000,1334070,F,Rank 3,Accepted
39,1621000,1231960,F,Rank 2,Accepted
35,1132000,871640,F,Rank 2,Accepted
34,1271000,1004090,F,Rank 2,Accepted
31,714000,585480,F,Rank 2,Accepted
33,1152000,910080,F,Rank 2,Accepted
41,1747000,1380130,F,Rank 1,Accepted
35,1379000,1089410,F,Rank 3,Accepted
37,1144000,903760,F,Rank 2,Accepted
41,2035000,1485550,F,Rank 1,Accepted
51,2770000,1966700,F,Rank 1,Accepted
43,2032000,1341120,F,Rank 1,Accepted
37,1342000,1060180,F,Rank 3,Accepted
39,1681000,1277560,F,Rank 2,Accepted
62,1854000,1353420,F,Rank 2,Accepted
44,2541000,1829520,F,Rank 2,Accepted
41,2178000,1633500,F,Rank 2,Accepted
62,1816000,1271200,F,Rank 1,Accepted
25,414000,351900,F,Rank 3,Accepted
54,2791000,1925790,F,Rank 3,Accepted
43,1823000,1184950,F,Rank 1,Accepted
48,2633000,1764110,F,Rank 3,Accepted
61,2962000,1866060,F,Rank 1,Accepted
55,2888000,1963840,F,Rank 1,Accepted
55,2731000,1884390,F,Rank 3,Accepted
53,3140000,2041000,F,Rank 1,Accepted
61,2773000,1719260,F,Rank 1,Accepted
25,631000,511110,F,Rank 2,Accepted
28,1091000,927350,F,Rank 3,Accepted
45,2477000,1733900,F,Rank 3,Accepted
54,2798000,1762740,F,Rank 1,Accepted
